user_id,target,name,sex,dob,location,location_population,location_from,location_from_population,occupation,hobbies,daily_commute,friends_number,relationship_status,education,credit_card_type
1833,0,Agnieszka,female,2000-12-24,Przemyśl,61808,Golub-Dobrzyń,12828,Numerical and material recording clerks,"Foreign language learning,Embroidery",66,213,Married,4,Visa
1834,0,Dorian,male,1971-12-09,Gryfino,21393,Gryfino,21393,Health associate professionals,"Fitness,Gym,Sand art",5,180,Married with kids,5,Mastercard
1835,0,Izabela,female,1963-10-09,Żory,62243,Żory,62243,Electrical and electronic trades workers,Rowing,92,155,Divorced,6,Mastercard
1836,1,Anastazja,female,1978-12-15,Lublin,339850,Gniezno,68943,Customer services clerks,"Badminton,Crossfit,Orienteering,Sailing",33,234,,6,Mastercard
1837,0,Godfryd,male,1967-05-22,Szczytna,5242,Rawicz,20406,General and keyboard clerks,,60,275,,3,Mastercard
1838,0,Alina,female,,Włocławek,111752,Włocławek,111752,"Legal, social and cultural professionals",Dowsing,81,120,In relationship,5,Visa
1839,0,Bogdana,,1982-06-25,Tuszyn,7293,Kraków,767348,"Armed forces occupations, other ranks","Weightlifting,Kitesurfing",38,206,Single,4,Visa
1840,0,Bogna,female,1979-03-10,Września,30279,Września,30279,"Agricultural, forestry and fishery labourers","Weightlifting,Nordic skating",10,310,Married,6,Visa
1841,0,Edwin,male,1961-07-08,Rzeszów,189662,Gryfino,21393,Information and communications technicians,"Jogging,Quilting,Mycology",36,130,Single,5,
1842,0,Apolinary,male,1967-07-07,Warszawa,1764615,Warszawa,1764615,Business and administration professionals,"Kite flying,Running,Skimboarding",6,328,Single,5,Visa
1843,0,Ernest,male,1986-08-02,Gdańsk,464254,Gdańsk,464254,Electrical and electronic trades workers,"Lockpicking,Sculpting,Painting",50,226,In relationship,3,Mastercard
1844,1,Dorian,male,2000-07-12,Szczebrzeszyn,5117,Szczebrzeszyn,5117,Food preparation assistants,"Crossfit,Power bike,Book restoration,Lacemaking",60,230,In relationship,3,Mastercard
1845,1,Ida,female,2000-04-01,Puławy,48114,Puławy,48114,"Hospitality, retail and other services managers","Stretching,Inline skating,Urban exploration",33,249,Divorced,3,Visa
1846,0,Hanna,female,2000-08-15,Toruń,202562,Kraków,767348,Business and administration associate professionals,"Lacemaking,Yo-yoing",,204,,1,Visa
1847,0,Aleksander,male,1981-04-22,Siemianowice Śląskie,67523,Warszawa,1764615,Electrical and electronic trades workers,"Gym,Taxidermy,Writing,Amateur radio",1,190,Married with kids,3,Visa
1848,1,Ernestyna,female,1968-04-14,Gliwice,181309,Gliwice,181309,Other clerical support workers,"Gym,Squash,Puzzles,Air sports",26,150,Single,4,Visa
1849,0,Bogdana,female,1972-06-24,Bytom,168394,Bytom,168394,"Hospitality, retail and other services managers",Board sports,96,425,Single,5,Mastercard
1850,1,Bogusława,female,1980-07-15,Ząbki,35770,Ząbki,35770,Teaching professionals,"Badminton,Cardio,Foraging",77,208,Divorced,5,Visa
1851,0,Agnieszka,female,1972-12-22,Władysławowo,10009,Władysławowo,10009,"Armed forces occupations, other ranks",Cooking,95,174,Married with kids,3,Visa
1852,0,Franciszek,male,1995-02-19,Łódź,690422,Mrozy,3576,Electrical and electronic trades workers,,66,147,In relationship,2,Visa
1853,0,Donata,female,1990-03-12,Nowogród,2173,Krosno,46600,Protective services workers,,92,289,In relationship,4,Mastercard
1854,0,Eulalia,female,1950-12-02,Grajewo,22049,Szczecin,403883,Business and administration associate professionals,,,203,In relationship,2,Visa
1855,0,Benedykta,female,1955-12-03,Golub-Dobrzyń,12828,Miasteczko Śląskie,7419,Other clerical support workers,"Badminton,Netball,Vehicle restoration,Calligraphy",89,165,In relationship,4,Visa
1856,0,Fryderyk,male,1993-12-09,Kraków,767348,Kraków,767348,Refuse workers and other elementary workers,,74,409,In relationship,3,Visa
1857,0,Dariusz,male,1951-03-23,Dobczyce,6425,Radom,214566,Health associate professionals,"Air sports,Flying",5,98,Married with kids,4,Revolut
1858,0,Gabriel,male,1971-11-30,Szczecin,403883,Szczecin,403883,Assemblers,"Gym,Calligraphy",,75,In relationship,4,Visa
1859,1,Felicja,female,2000-09-12,Tuchola,13793,Zabrze,174349,Customer services clerks,"Crossfit,Table tennis",11,183,,3,Mastercard
1860,0,Henryka,female,1989-04-16,Sieradz,42570,Kalisz,101625,Street and related sales and service workers,"Rowing,Listening to music,Calligraphy",12,337,In relationship,3,Visa
1861,0,Iga,female,1967-02-01,Legnica,100324,Legnica,100324,Science and engineering associate professionals,,84,205,Married,4,Visa
1862,0,Faustyna,female,1973-03-07,Kościerzyna,23809,Chorzów,109021,Market-oriented skilled agricultural workers,"Roller skating,Sculpting",51,172,Single,4,Visa
1863,0,Anastazja,female,1992-03-22,Gdynia,246306,Gdynia,246306,"Food processing, wood working, garment and other craft and related trades workers","Table tennis,Homebrewing",15,286,Married,,Visa
1864,1,Alicja,female,1992-01-06,Człuchów,13869,Człuchów,13869,"Market-oriented skilled forestry, fishery and hunting workers",Foreign language learning,37,257,Married,2,Visa
1865,0,Emil,male,1957-03-24,Łowicz,28704,Bydgoszcz,352313,Information and communications technicians,"Brazilian jiu-jitsu,Board sports",41,314,Divorced,4,Visa
1866,0,Antonina,female,,Swarzędz,30739,Swarzędz,30739,Assemblers,,12,260,Single,2,Mastercard
1867,0,Aniela,female,1962-09-25,Sosnowiec,204013,Sosnowiec,204013,Business and administration associate professionals,,22,217,Married with kids,3,Visa
1868,1,Iwo,male,1993-01-08,Kuźnia Raciborska,5402,Kuźnia Raciborska,5402,Science and engineering professionals,"Badminton,Cardio,tabletop games",51,192,Single,2,Visa
1869,0,Bernadeta,female,1957-10-25,Kalisz,101625,Kalisz,101625,Electrical and electronic trades workers,,81,273,In relationship,,Visa
1870,0,Daniel,male,1975-11-28,Tuchola,13793,Warszawa,1764615,"Legal, social and cultural professionals","Stone skipping,Whittling",55,277,In relationship,4,Mastercard
1871,0,Iga,,1977-07-24,Elbląg,120895,Poznań,538633,Non-commissioned armed forces officers,,8,318,Married with kids,,Mastercard
1872,0,Bronisława,female,1955-12-09,Wolbrom,8686,Wolbrom,8686,Information and communications technology professionals,"Crossfit,Video gaming,Knitting,Nordic skating",97,268,Married with kids,2,Mastercard
1873,0,Eliza,female,1982-05-01,Warszawa,1764615,Opole,128140,"Legal, social, cultural and related associate professionals","Squash,tabletop games",25,211,Married with kids,5,Mastercard
1874,0,Erwin,male,1969-06-03,Radom,214566,Warszawa,1764615,"Building and related trades workers, excluding electricians","Fitness,Weightlifting,Sand art,Polo",21,166,Divorced,4,Visa
1875,1,Jakub,male,1983-07-18,Ryki,9768,Ryki,9768,Science and engineering associate professionals,"Badminton,Bodybuilding,Gambling,Table tennis,Board sports",47,130,Married,5,Mastercard
1876,1,Daniel,male,,Bydgoszcz,352313,Pyrzyce,12709,"Metal, machinery and related trades workers","Kettleballs,Rowing,Badminton",50,173,In relationship,5,Revolut
1877,0,Alicja,female,1971-12-20,Warszawa,1764615,Warszawa,1764615,"Chief executives, senior officials and legislators","Squash,Amateur radio,Mushroom hunting",7,161,In relationship,4,Visa
1878,0,Felicjan,male,1986-09-27,Kraków,767348,Gniezno,68943,"Armed forces occupations, other ranks","Water sports,Poi,Jogging",37,158,In relationship,,Mastercard
1879,0,Anastazy,male,,Ruda Śląska,138578,Gniezno,68943,Assemblers,,5,175,Married,5,
1880,0,Halina,,1972-01-03,Swarzędz,30739,Swarzędz,30739,"Food processing, wood working, garment and other craft and related trades workers",,18,104,Married with kids,6,Visa
1881,0,Gerarda,female,1972-05-05,Wodzisław Śląski,48345,Wodzisław Śląski,48345,Refuse workers and other elementary workers,"Hiking,Do it yourself",91,307,Married,,
1882,0,Ismena,female,1973-10-28,Częstochowa,224376,Częstochowa,224376,Numerical and material recording clerks,,9,204,,6,Mastercard
1883,0,Adelajda,female,1959-11-03,Libiąż,17135,Libiąż,17135,"Legal, social and cultural professionals",Stretching,72,180,Married,5,Visa
1884,0,Bernardyna,female,1983-03-24,Piekary Śląskie,55652,Piekary Śląskie,55652,Other clerical support workers,"LARPing,Brazilian jiu-jitsu",93,74,Married,6,Visa
1885,0,Jagoda,female,,Kraków,767348,Kraków,767348,"Subsistence farmers, fishers, hunters and gatherers",,24,292,Married,5,Visa
1886,1,Beniamin,male,2000-06-16,Dąbrowa Górnicza,121121,Dąbrowa Górnicza,121121,Assemblers,"Rowing,Stretching",,199,Married,5,Mastercard
1887,1,Gabriela,female,1991-01-02,Świdnik,39732,Świdnik,39732,Cleaners and helpers,,64,260,Single,4,Mastercard
1888,0,Ilona,female,2000-02-28,Siedlce,77653,Radom,214566,"Armed forces occupations, other ranks",,70,50,In relationship,1,Mastercard
1889,0,Izydor,male,1968-01-06,Gliwice,181309,Jarocin,26245,Stationary plant and machine operators,Blacksmithing,1,237,In relationship,5,Mastercard
1890,0,Arletta,female,1968-09-23,Kraków,767348,Recz,2930,Teaching professionals,"Rugby,Handball,Gunsmithing",,59,Married,5,Mastercard
1891,0,Ida,female,1970-02-20,Jarosław,37892,Szydłowiec,11854,Market-oriented skilled agricultural workers,"Gym,Slacklining",61,280,,5,Mastercard
1892,0,Bronisława,female,1963-11-18,Jelenia Góra,80072,Jelenia Góra,80072,Numerical and material recording clerks,Writing,42,416,Married,4,Mastercard
1893,0,Daria,female,,Gorlice,27781,Warszawa,1764615,Other clerical support workers,Homebrewing,7,277,In relationship,,Mastercard
1894,0,Arkadiusz,male,,Racibórz,55189,Racibórz,55189,"Chief executives, senior officials and legislators","Fitness,Poi",,368,In relationship,4,Visa
1895,0,Amelia,female,1967-05-31,Toruń,202562,Toruń,202562,Cleaners and helpers,"Power bike,Do it yourself,Magic,Sports",64,204,In relationship,,Visa
1896,0,Daria,female,2000-05-30,Poznań,538633,Poznań,538633,Drivers and mobile plant operators,,86,0,Married with kids,2,Mastercard
1897,0,Bogdana,female,,Świeradów-Zdrój,4209,Tychy,128211,"Chief executives, senior officials and legislators","Swimming,Sewing,Graffiti",44,256,In relationship,4,Visa
1898,0,Celestyna,female,1961-08-03,Zabrze,174349,Zabrze,174349,Protective services workers,"Kettleballs,Power bike,Glassblowing",6,172,Single,2,Visa
1899,0,Gerwazy,male,1991-05-17,Dąbrowa Górnicza,121121,Dąbrowa Górnicza,121121,Personal service workers,"Crossfit,Stretching,Stone skipping,amateur radio",77,324,In relationship,4,Visa
1900,0,Salezy,male,1978-06-15,Bodzentyn,2238,Zielona Góra,139819,Non-commissioned armed forces officers,"Fashion,Skateboarding",3,317,Divorced,4,Mastercard
1901,0,Grażyna,female,1987-10-07,Zabrze,174349,Zabrze,174349,Market-oriented skilled agricultural workers,"Power bike,Board sports,Worldbuilding,Acting",,89,In relationship,4,Revolut
1902,0,Aneta,female,1986-12-01,Leszno,64197,Leszno,64197,Other clerical support workers,"Magic,Hiking",97,166,Married with kids,3,Visa
1903,0,Izolda,female,1988-12-19,Nowy Sącz,84041,Kętrzyn,27478,"Chief executives, senior officials and legislators",,76,317,In relationship,,Visa
1904,0,Arkadiusz,male,1973-08-22,Łęczna,19167,Łęczna,19167,Cleaners and helpers,"Mushroom hunting,Web surfing",27,315,Single,,Visa
1905,1,Gaweł,male,1987-11-05,Łódź,690422,Śrem,29845,Non-commissioned armed forces officers,"Snowboarding,Skateboarding,Quilting",20,202,In relationship,3,
1906,0,Amelia,,1974-05-03,Jasło,35445,Toruń,202562,Commissioned armed forces officers,"Weightlifting,Digital arts,Ghost hunting,Hooping",83,153,Married with kids,2,
1907,0,Aga,female,1978-12-30,Ostrowiec Świętokrzyski,69852,Gliwice,181309,Other clerical support workers,Singing,22,210,Married,4,Mastercard
1908,1,Izabela,,1999-10-30,Cieszyn,34876,Łódź,690422,"Metal, machinery and related trades workers","Kettleballs,Squash,Crossfit,Parkour,Singing",9,154,,2,Visa
1909,0,Celestyna,,1971-11-12,Zielona Góra,139819,Bielsko-Biała,171505,Market-oriented skilled agricultural workers,Metal detecting,66,0,Married,5,Visa
1910,0,Adalbert,male,1995-08-27,Tarnów,109650,Poznań,538633,Refuse workers and other elementary workers,,14,368,Married with kids,5,Mastercard
1911,0,Beata,female,1981-06-29,Zabrze,174349,Zabrze,174349,"Chief executives, senior officials and legislators","Paintball,Rock climbing,Book restoration",70,166,Single,5,Visa
1912,0,Ingeborga,female,1980-08-02,Czechowice-Dziedzice,35795,Warszawa,1764615,"Food processing, wood working, garment and other craft and related trades workers","Ice skating,Geocaching",79,164,Married,3,Visa
1913,0,Daria,female,1970-05-18,Trzcianka,17228,Trzcianka,17228,"Armed forces occupations, other ranks","Gym,Bodybuilding,Baseball,Crocheting",43,173,In relationship,5,Mastercard
1914,0,Genowefa,female,,Ciechanów,44303,Ciechanów,44303,"Market-oriented skilled forestry, fishery and hunting workers",Drawing,81,137,,4,Visa
1915,0,Gwidon,male,1959-02-25,Nowy Targ,33361,Piła,73791,General and keyboard clerks,,,328,Married with kids,3,Mastercard
1916,0,Franciszek,male,1990-09-16,Dzierżoniów,33653,Dzierżoniów,33653,"Armed forces occupations, other ranks",Scouting,26,312,Married with kids,3,Visa
1917,0,Apolonia,female,1987-08-19,Pilawa,4557,Chorzów,109021,Assemblers,"Juggling,Parkour,Kitesurfing",94,141,Divorced,,Visa
1918,0,Dariusz,male,1973-06-21,Bydgoszcz,352313,Bydgoszcz,352313,Protective services workers,"Motor sports,Graffiti,Netball",96,308,Married with kids,4,Mastercard
1919,0,Grażyna,female,1988-02-09,Sosnowiec,204013,Sosnowiec,204013,"Building and related trades workers, excluding electricians","Cardio,Sketching,Homebrewing",15,338,In relationship,3,Mastercard
1920,0,Ariadna,female,1999-11-13,Brwinów,13533,Warszawa,1764615,"Labourers in mining, construction, manufacturing and transport",,12,110,In relationship,2,Mastercard
1921,0,Izabela,female,1968-08-18,Warszawa,1764615,Warszawa,1764615,Non-commissioned armed forces officers,,63,203,Single,3,Mastercard
1922,1,Cyprian,male,2000-04-09,Łódź,690422,Łódź,690422,"Hospitality, retail and other services managers","Gym,Lacemaking,Flying,Jigsaw puzzles",41,247,In relationship,2,Mastercard
1923,1,Bernardyn,male,1976-12-29,Działdowo,21370,Działdowo,21370,Science and engineering professionals,,26,122,In relationship,4,Mastercard
1924,0,Honorata,female,1981-02-22,Legnica,100324,Tarnowskie Góry,61262,"Legal, social, cultural and related associate professionals","Kettleballs,Candle making",48,323,In relationship,4,Mastercard
1925,0,Dorota,female,1980-01-18,Wrocław,638586,Sosnowiec,204013,Personal care workers,,,267,Married with kids,2,Visa
1926,0,Henryka,female,1985-12-17,Ścinawa,5677,Koszalin,107670,Information and communications technology professionals,"Cardio,Sailing,Whittling,Sand art",35,271,In relationship,4,Mastercard
1927,1,Bernardyna,female,1990-08-07,Gorzów Wielkopolski,124295,Gorzów Wielkopolski,124295,Refuse workers and other elementary workers,"Fitness,Crossfit",69,142,In relationship,6,Mastercard
1928,1,Aneta,female,1996-03-06,Zielona Góra,139819,Zielona Góra,139819,"Building and related trades workers, excluding electricians",Archery,41,196,,2,
1929,0,Emilia,female,1975-05-29,Kraków,767348,Kraków,767348,Numerical and material recording clerks,,99,198,Married,5,Mastercard
1930,1,Celina,female,1982-12-17,Warszawa,1764615,Warszawa,1764615,"Labourers in mining, construction, manufacturing and transport","Gym,Backpacking,Ice skating,Mushroom hunting",41,246,Single,5,Visa
1931,0,Elwira,,1988-01-10,Bolesławiec,39084,Bolesławiec,39084,"Chief executives, senior officials and legislators","Weightlifting,Parkour,Listening to music",40,210,Married with kids,4,Visa
1932,0,Bartłomiej,male,1965-09-10,Sierpc,18148,Gdynia,246306,Refuse workers and other elementary workers,,43,258,In relationship,1,Mastercard
1933,0,Dobrawa,female,1974-03-04,Gdańsk,464254,Ząbki,35770,Customer services clerks,,56,243,Married with kids,5,Mastercard
1934,1,Erwin,male,2000-03-09,Ząbki,35770,Warszawa,1764615,Personal care workers,"Badminton,Gambling,Sand art",,190,In relationship,1,Visa
1935,0,Aldona,female,2000-04-02,Łódź,690422,Bełchatów,57964,"Armed forces occupations, other ranks","Foraging,Taxidermy,Urban exploration",27,47,Single,3,Visa
1936,0,Adelajda,female,1968-07-22,Bielawa,30207,Oleśnica,37300,"Agricultural, forestry and fishery labourers",Lacemaking,42,284,Married with kids,4,Mastercard
1937,1,Dobrawa,female,1980-10-26,Włoszczowa,10096,Zawiercie,49908,Handicraft and printing workers,,57,99,,3,Visa
1938,1,Erwina,female,1960-05-26,Poznań,538633,Nakło nad Notecią,18531,Refuse workers and other elementary workers,,46,252,,5,Mastercard
1939,0,Eugeniusz,male,1971-02-08,Szczecin,403883,Gdynia,246306,Administrative and commercial managers,"Cardio,Squash",10,147,In relationship,,Visa
1940,0,Ireneusz,male,1989-09-26,Glinojeck,3027,Glinojeck,3027,Cleaners and helpers,"Power bike,Jigsaw puzzles",14,236,In relationship,6,Visa
1941,1,Arnolf,male,1996-03-15,Łódź,690422,Chęciny,4421,Health professionals,"Squash,Badminton,Metal detecting,Stand-up comedy",46,146,Single,6,Mastercard
1942,0,Faustyna,female,1984-10-30,Olesno,9400,Olesno,9400,"Armed forces occupations, other ranks","Kettleballs,Inline skating,Poi",86,99,In relationship,4,
1943,0,Agata,female,1996-08-04,Toszek,3596,Toszek,3596,Protective services workers,"Squash,Rowing,Machining,Vehicle restoration",13,152,In relationship,5,Mastercard
